MessageID	Count	Timestamp	Payload
141	141	00:33:56.650106	141,-245
142	142	00:33:56.851570	142,-163
143	143	00:33:57.053037	143,-144
144	144	00:33:57.254548	144,-280
145	145	00:33:57.456548	145,247
146	146	00:33:57.658514	146,-129
147	147	00:33:57.859983	147,-264
148	148	00:33:58.061961	148,-191
149	149	00:33:58.263814	149,268
150	150	00:33:58.465280	150,-199
151	151	00:33:58.666778	151,-26
152	152	00:33:58.868274	152,-139
153	153	00:33:59.069749	153,201
154	154	00:33:59.271724	154,-152
155	155	00:33:59.473218	155,59
156	156	00:33:59.675184	156,-118
157	157	00:33:59.876649	157,-265
158	158	00:34:00.078117	158,-199
159	159	00:34:00.279584	159,79
160	160	00:34:00.481554	160,262
161	161	00:34:00.683021	161,-114
162	162	00:34:00.884507	162,-209
163	163	00:34:01.086022	163,261
164	164	00:34:01.287731	164,297
165	165	00:34:01.489212	165,224
166	166	00:34:01.690710	166,-297
167	167	00:34:01.892682	167,136
168	168	00:34:02.094044	168,-50
169	169	00:34:02.296015	169,215
170	170	00:34:02.497985	170,-201
171	171	00:34:02.699453	171,-73
172	172	00:34:02.900923	172,-238
173	173	00:34:03.102905	173,-73
174	174	00:34:03.304906	174,-214
175	175	00:34:03.507375	175,-227
176	176	00:34:03.709848	176,-15
177	177	00:34:03.911316	177,-9
178	178	00:34:04.112794	178,146
179	179	00:34:04.314760	179,-12
180	180	00:34:04.516726	180,215
181	181	00:34:04.718190	181,123
182	182	00:34:04.920156	182,160
183	183	00:34:05.121665	183,-30
184	184	00:34:05.323664	184,-236
185	185	00:34:05.525633	185,-281
186	186	00:34:05.727600	186,-193
187	187	00:34:05.929069	187,-293
188	188	00:34:06.131044	188,132
189	189	00:34:06.332750	189,183
190	190	00:34:06.534721	190,-35
191	191	00:34:06.736689	191,38
192	192	00:34:06.938160	192,-58
193	193	00:34:07.140669	193,83
194	194	00:34:07.342635	194,84
195	195	00:34:07.544103	195,-191
196	196	00:34:07.745567	196,-88
197	197	00:34:07.947061	197,-283
198	198	00:34:08.148542	198,8
199	199	00:34:08.350005	199,164
200	200	00:34:08.551469	200,-289
201	201	00:34:08.753435	201,-99
202	202	00:34:08.954900	202,-154
203	203	00:34:09.156884	203,151
204	204	00:34:09.358379	204,104
205	205	00:34:09.559847	205,163
206	206	00:34:09.761313	206,191
207	207	00:34:09.962779	207,-211
208	208	00:34:10.164293	208,-43
209	209	00:34:10.365787	209,141
210	210	00:34:10.567753	210,-111
211	211	00:34:10.769218	211,-239
212	212	00:34:10.971183	212,247
213	213	00:34:11.172663	213,-80
214	214	00:34:11.374472	214,-287
215	215	00:34:11.576437	215,-115
216	216	00:34:11.777907	216,-151
217	217	00:34:11.979377	217,-295
218	218	00:34:12.180886	218,-186
219	219	00:34:12.382880	219,300
220	220	00:34:12.584848	220,188
221	221	00:34:12.786815	221,-37
222	222	00:34:12.988279	222,167
223	223	00:34:13.190142	223,192
224	224	00:34:13.391611	224,-292
225	225	00:34:13.593079	225,-111
226	226	00:34:13.794545	226,-103
227	227	00:34:13.996015	227,5
228	228	00:34:14.197527	228,-140
229	229	00:34:14.399001	229,-196
230	230	00:34:14.600508	230,-74
231	231	00:34:14.802477	231,3
232	232	00:34:15.003957	232,-94
233	233	00:34:15.205497	233,-238
234	234	00:34:15.407465	234,-79
235	235	00:34:15.608932	235,284
236	236	00:34:15.810930	236,276
237	237	00:34:16.012398	237,27
238	238	00:34:16.213878	238,-21
239	239	00:34:16.416054	239,-5
240	240	00:34:16.618024	240,287
241	241	00:34:16.819490	241,-8
242	242	00:34:17.020961	242,-7
243	243	00:34:17.222823	243,254
244	244	00:34:17.424318	244,-237
245	245	00:34:17.626296	245,-177
246	246	00:34:17.828273	246,207
247	247	00:34:18.029741	247,-251
248	248	00:34:18.231220	248,201
249	249	00:34:18.433190	249,68
250	250	00:34:18.634659	250,-194
251	251	00:34:18.836627	251,101
252	252	00:34:19.038093	252,-191
253	253	00:34:19.240053	253,-177
254	254	00:34:19.442022	254,-149
255	255	00:34:19.643989	255,275
256	256	00:34:19.845457	256,-206
257	257	00:34:20.046954	257,45
258	258	00:34:20.248933	258,-27
259	259	00:34:20.450401	259,296
260	260	00:34:20.651872	260,-167
261	261	00:34:20.853345	261,93
262	262	00:34:21.055343	262,16
263	263	00:34:21.257331	263,-237
264	264	00:34:21.459160	264,-167
265	265	00:34:21.661129	265,214
266	266	00:34:21.862598	266,208
267	267	00:34:22.064566	267,34
268	268	00:34:22.266046	268,-145
269	269	00:34:22.468044	269,195
270	270	00:34:22.670012	270,197
271	271	00:34:22.871980	271,238
272	272	00:34:23.073481	272,68
273	273	00:34:23.275483	273,-217
274	274	00:34:23.476949	274,42
275	275	00:34:23.678945	275,-224
276	276	00:34:23.880410	276,-253
277	277	00:34:24.082387	277,-259
278	278	00:34:24.284368	278,124
279	279	00:34:24.485832	279,26
280	280	00:34:24.687801	280,-144
281	281	00:34:24.889267	281,76
282	282	00:34:25.090802	282,274
283	283	00:34:25.292772	283,-13
284	284	00:34:25.494741	284,-64
285	285	00:34:25.696208	285,-252
286	286	00:34:25.897676	286,153
287	287	00:34:26.099155	287,112
288	288	00:34:26.300497	288,-218
289	289	00:34:26.502462	289,123
290	290	00:34:26.703960	290,167
291	291	00:34:26.905956	291,-55
292	292	00:34:27.107502	292,274
293	293	00:34:27.309467	293,113
294	294	00:34:27.510935	294,-286
295	295	00:34:27.712402	295,136
296	296	00:34:27.913874	296,-101
297	297	00:34:28.115393	297,-3
298	298	00:34:28.317359	298,-262
299	299	00:34:28.518826	299,-182
300	300	00:34:28.720294	300,215
301	301	00:34:28.921763	301,37
302	302	00:34:29.123773	302,257
303	303	00:34:29.325742	303,241
