MessageID	Count	Timestamp	Payload
172	172	00:36:34.109239	172,-127
173	173	00:36:34.311238	173,-203
174	174	00:36:34.513233	174,133
175	175	00:36:34.714698	175,19
176	176	00:36:34.916194	176,111
177	177	00:36:35.117732	177,-282
178	178	00:36:35.319756	178,-47
179	179	00:36:35.521253	179,171
180	180	00:36:35.722750	180,214
181	181	00:36:35.924248	181,142
182	182	00:36:36.125819	182,58
183	183	00:36:36.327814	183,-174
184	184	00:36:36.529361	184,63
185	185	00:36:36.730860	185,173
186	186	00:36:36.932672	186,-261
187	187	00:36:37.134143	187,128
188	188	00:36:37.335609	188,-231
189	189	00:36:37.537582	189,212
190	190	00:36:37.739051	190,-183
191	191	00:36:37.940557	191,-164
192	192	00:36:38.142121	192,-56
193	193	00:36:38.343590	193,144
194	194	00:36:38.545561	194,-269
195	195	00:36:38.747529	195,-286
196	196	00:36:38.949019	196,-95
197	197	00:36:39.150487	197,61
198	198	00:36:39.351951	198,36
199	199	00:36:39.553948	199,127
200	200	00:36:39.755446	200,-284
201	201	00:36:39.956935	201,300
202	202	00:36:40.158408	202,191
203	203	00:36:40.360375	203,-296
204	204	00:36:40.561847	204,160
205	205	00:36:40.763317	205,-238
206	206	00:36:40.965300	206,-150
207	207	00:36:41.167266	207,-202
208	208	00:36:41.368735	208,-113
209	209	00:36:41.570705	209,236
210	210	00:36:41.772675	210,-1
211	211	00:36:41.974489	211,-258
212	212	00:36:42.175989	212,-192
213	213	00:36:42.377485	213,230
214	214	00:36:42.579013	214,-98
215	215	00:36:42.781040	215,258
216	216	00:36:42.982640	216,210
217	217	00:36:43.184637	217,-268
218	218	00:36:43.386673	218,-229
219	219	00:36:43.588142	219,236
220	220	00:36:43.789640	220,-268
221	221	00:36:43.991117	221,292
222	222	00:36:44.193142	222,53
223	223	00:36:44.394666	223,-271
224	224	00:36:44.596189	224,208
225	225	00:36:44.797717	225,-270
226	226	00:36:44.999783	226,-139
227	227	00:36:45.201279	227,156
228	228	00:36:45.403304	228,63
229	229	00:36:45.604828	229,197
230	230	00:36:45.806323	230,-96
231	231	00:36:46.007800	231,-242
232	232	00:36:46.209296	232,271
233	233	00:36:46.410795	233,83
234	234	00:36:46.612298	234,-31
235	235	00:36:46.813822	235,93
236	236	00:36:47.015661	236,-13
237	237	00:36:47.217640	237,111
238	238	00:36:47.419135	238,-120
239	239	00:36:47.621161	239,209
240	240	00:36:47.822685	240,-4
241	241	00:36:48.024659	241,-263
242	242	00:36:48.226657	242,142
243	243	00:36:48.428183	243,4
244	244	00:36:48.629708	244,42
245	245	00:36:48.831233	245,-119
246	246	00:36:49.032808	246,24
247	247	00:36:49.234328	247,-133
248	248	00:36:49.435825	248,70
249	249	00:36:49.637856	249,43
250	250	00:36:49.839352	250,-110
251	251	00:36:50.040825	251,275
252	252	00:36:50.242851	252,250
253	253	00:36:50.444879	253,-192
254	254	00:36:50.646377	254,-143
255	255	00:36:50.847902	255,287
256	256	00:36:51.049510	256,-258
257	257	00:36:51.250988	257,171
258	258	00:36:51.452960	258,234
259	259	00:36:51.655486	259,224
260	260	00:36:51.857018	260,244
261	261	00:36:52.058809	261,169
262	262	00:36:52.261840	262,-65
263	263	00:36:52.463807	263,-281
264	264	00:36:52.665333	264,-52
265	265	00:36:52.867305	265,84
266	266	00:36:53.068880	266,219
267	267	00:36:53.270894	267,63
268	268	00:36:53.472895	268,176
269	269	00:36:53.674364	269,213
270	270	00:36:53.877336	270,-94
271	271	00:36:54.079410	271,-81
272	272	00:36:54.280906	272,-213
273	273	00:36:54.482874	273,-216
274	274	00:36:54.685374	274,-150
275	275	00:36:54.887374	275,-208
276	276	00:36:55.089357	276,-39
277	277	00:36:55.291383	277,-288
278	278	00:36:55.492906	278,-212
279	279	00:36:55.694429	279,26
280	280	00:36:55.895923	280,-22
281	281	00:36:56.097965	281,-30
282	282	00:36:56.299490	282,63
283	283	00:36:56.500988	283,-62
284	284	00:36:56.702483	284,119
285	285	00:36:56.906071	285,290
286	286	00:36:57.109388	286,25
287	287	00:36:57.311413	287,-190
288	288	00:36:57.512936	288,-218
289	289	00:36:57.714468	289,-112
290	290	00:36:57.915959	290,-179
291	291	00:36:58.117523	291,84
292	292	00:36:58.319519	292,-169
293	293	00:36:58.521545	293,-68
294	294	00:36:58.723068	294,128
295	295	00:36:58.925095	295,-216
296	296	00:36:59.127660	296,-139
297	297	00:36:59.329190	297,-300
298	298	00:36:59.531217	298,146
299	299	00:36:59.733217	299,136
300	300	00:36:59.934718	300,196
301	301	00:37:00.136258	301,-226
302	302	00:37:00.338290	302,70
